ROUTE,SCREEN_NAME,TYPE,REQUIRED_ROLE,OPERATIONS,SAVE_RESULT,RELOAD_RESULT,STATUS,SOURCE
/settings/import-export,設定エクスポート / インポート,settings,owner/admin/implementer（同店舗）,主操作→関連画面→戻る→再開・再確認,PASS,PASS,PASS,apps/garage-link/src/app/settings/import-export/page.tsx
/settings/l-link,L-Link連携,settings,認証済みの有効な同店舗member（middleware/RLS）,別SaaS連携案内確認→設定戻る→再開。外部L-LINK接続変更未実施,未確認,未確認,BLOCKED_EXTERNAL_SIDE_EFFECT,apps/garage-link/src/app/settings/l-link/page.tsx
/settings/launch-checklist,本番前チェックリスト,settings,owner/admin（有効な同店舗membership）,主操作→関連画面→戻る→再開・再確認,PASS,PASS,PASS,apps/garage-link/src/app/settings/launch-checklist/page.tsx
/settings/masters,マスター管理,settings,owner/admin,追加→編集→無効化→並び順→再読込→有効化、税込/税抜切替保存,PASS,PASS,PASS,apps/garage-link/src/app/settings/masters/page.tsx
/settings/members,メンバー・権限設定,settings,owner/admin（有効な同店舗membership）,主操作→関連画面→戻る→再開・再確認,PASS,PASS,PASS,apps/garage-link/src/app/settings/members/page.tsx
/settings/security,セキュリティ設定,settings_placeholder,認証済みの有効な同店舗member（middleware/RLS）,主要関連リンク→戻る→再開・再読込,対象外（非更新案内）,未確認,BLOCKED_NOT_IMPLEMENTED,apps/garage-link/src/app/settings/security/page.tsx
/settings/security-check,セキュリティチェック,settings,owner/admin（有効な同店舗membership）,主要関連リンク→戻る→再開・再読込,対象外（非更新案内）,PASS,PASS,apps/garage-link/src/app/settings/security-check/page.tsx
/settings/store,店舗設定,settings,owner/admin（有効な同店舗membership）,主操作→関連画面→戻る→再開・再確認,PASS,PASS,PASS,apps/garage-link/src/app/settings/store/page.tsx
/settings/stores,店舗管理・切替,settings,owner/admin（有効な同店舗membership）,主操作→関連画面→戻る→再開・再確認,PASS,PASS,PASS,apps/garage-link/src/app/settings/stores/page.tsx
/settings/trash,ゴミ箱 / アーカイブ,settings,owner/admin（有効な同店舗membership）,主操作→関連画面→戻る→再開・再確認,PASS,PASS,PASS,apps/garage-link/src/app/settings/trash/page.tsx
/signup,アカウント作成 / 店舗情報の登録,auth,公開（ログイン不要）,新規入力→localMailpit確認→店舗登録→logout→1回login→onboarding,PASS,PASS,PASS,apps/garage-link/src/app/signup/page.tsx
/supabase-test,Supabase接続確認,list,認証済みの有効な同店舗member（middleware/RLS）,主要関連リンク→戻る→再開・再読込,対象外（非更新案内）,PASS,PASS,apps/garage-link/src/app/supabase-test/page.tsx
/vehicle-management,車両管理,navigation_dashboard,認証済みの有効な同店舗member（middleware/RLS）,主操作→関連画面→戻る→再開・再確認,PASS,PASS,PASS,apps/garage-link/src/app/vehicle-management/page.tsx
/vehicles,車両,list,同店舗memberで閲覧、保存はowner/admin/staff（G1-B/RPC）,主操作→関連画面→戻る→再開・再確認,PASS,PASS,PASS,apps/garage-link/src/app/vehicles/page.tsx
/vehicles/[id],車両詳細,detail_edit,同店舗memberで閲覧、保存はowner/admin/staff（G1-B/RPC）,主操作→関連画面→戻る→再開・再確認,PASS,PASS,PASS,apps/garage-link/src/app/vehicles/[id]/page.tsx
/vehicles/new,車両登録,create,同店舗memberで閲覧、保存はowner/admin/staff（G1-B/RPC）,主操作→関連画面→戻る→再開・再確認,PASS,PASS,PASS,apps/garage-link/src/app/vehicles/new/page.tsx
